customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,BillingDelayDays,LastSupportContactDaysAgo,ContractRenewalRemainingDays,TechComplaint,NumSupportCalls,CustomerSatisfaction,HasMultipleServices,AvgMonthlyRevenue,PaymentRegularityIndex,SupportInteractionRate,LoyaltyScore,PromoResponse,NetPromoterScore,ChurnBinary,ChargesTenureRatio,JoinDate,LastActiveDate
TC0001612,No,Female,0.0,No,No,72.0,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,67.61759998233647,4866.849005561936,34,105,7,0,0,1,1,67.59512507724911,0.43333333333333335,0.0,64.67,0,0,0,0.9391333330880065,2019-10-03 00:00:00.000000000,2025-09-01
8580-QVLOC,Yes,Female,1.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,48,119,61,0,1,3,1,89.44791666666667,0.19999999999999996,0.013888888888888888,72.0,1,4,1,1.2840277777777778,2019-10-03 00:00:00.000000000,2025-09-01
4077-HWUYD,No,Male,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,18,99,58,1,3,4,1,89.76597222222222,0.7,0.041666666666666664,88.0,0,8,0,1.2159722222222222,2019-10-03 00:00:00.000000000,2025-09-01
2274-XUATA,No,Male,1.0,Yes,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.1,4685.55,7,21,104,0,3,5,1,65.07708333333333,0.8833333333333333,0.041666666666666664,97.67,0,10,0,0.8763888888888889,2019-10-03 00:00:00.000000000,2025-09-01
1090-ESELR,No,Male,0.0,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,36,30,49,0,2,4,1,105.71597222222222,0.4,0.027777777777777776,82.0,1,7,0,1.4652777777777777,2019-10-03 00:00:00.000000000,2025-09-01
4139-DETXS,No,Female,0.0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528.0,15,111,138,0,2,3,1,62.888888888888886,0.75,0.027777777777777776,83.0,0,5,0,0.8951388888888889,2019-10-03 00:00:00.000000000,2025-09-01
TC0001615,No,Male,0.0206004236958813,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.04967897365339,6409.943859516398,28,13,7,0,1,2,0,89.02699804883886,0.5333333333333333,0.013888888888888888,62.67,0,3,0,1.236801096856297,2019-10-03 00:00:00.000000000,2025-09-01
5329-KRDTM,No,Male,1.0,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,44,119,96,0,0,3,1,74.94791666666667,0.2666666666666667,0.0,73.33,1,4,0,1.0743055555555554,2019-10-03 00:00:00.000000000,2025-09-01
2824-DXNKN,No,Female,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,2,1,188,1,4,1,1,69.80347222222223,0.9666666666666667,0.05555555555555555,75.33,1,0,0,0.9923611111111111,2019-10-03 00:00:00.000000000,2025-09-01
7663-YJHSN,No,Female,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,7,110,269,0,0,1,1,104.95694444444445,0.8833333333333333,0.0,73.67,0,0,0,1.44375,2019-10-03 00:00:00.000000000,2025-09-01
TC0002648,No,Female,0.0,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),26.70004932534992,1924.0751522170112,36,62,7,0,0,1,0,26.723266003014047,0.4,0.0,54.0,1,0,0,0.37083401840763774,2019-10-03 00:00:00.000000000,2025-09-01
7860-KSUGX,No,Male,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,22,16,133,0,0,5,0,65.55555555555556,0.6333333333333333,0.0,82.67,0,10,0,0.8951388888888889,2019-10-03 00:00:00.000000000,2025-09-01
TC0006874,No,Female,0.0180631748478229,No,No,72.0,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),21.425727880484008,1546.465342553931,39,61,145,1,1,1,0,21.47868531324904,0.35,0.013888888888888888,53.0,0,0,0,0.2975795538956112,2019-10-03 00:00:00.000000000,2025-09-01
0480-KYJVA,No,Female,0.0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,17,58,13,0,1,4,0,24.78472222222222,0.7166666666666667,0.013888888888888888,78.33,0,8,0,0.3368055555555556,2019-10-03 00:00:00.000000000,2025-09-01
1813-JYWTO,No,Female,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.45,5737.6,35,110,210,0,1,1,0,79.6888888888889,0.41666666666666663,0.013888888888888888,54.33,0,0,0,1.1173611111111112,2019-10-03 00:00:00.000000000,2025-09-01
6034-ZRYCV,Yes,Female,0.0,Yes,No,72.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,32,27,241,0,1,1,1,54.68680555555555,0.4666666666666667,0.013888888888888888,65.33,0,0,1,0.7527777777777778,2019-10-03 00:00:00.000000000,2025-09-01
TC0007353,No,Male,0.0157506825199385,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,101.62104170328476,7311.70087764761,15,35,87,1,4,1,0,101.55140107843903,0.75,0.05555555555555555,61.0,0,0,0,1.4114033569900661,2019-10-03 00:00:00.000000000,2025-09-01
TC0003726,No,Male,0.0,No,No,72.0,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,19.57314665987275,1402.7789634292224,23,88,19,0,1,2,1,19.483041158739198,0.6166666666666667,0.013888888888888888,74.33,0,2,0,0.2718492591648993,2019-10-03 00:00:00.000000000,2025-09-01
TC0007352,No,Female,0.0092692083833635,No,No,72.0,Yes,No,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.05701219038921,3525.1488721068813,13,94,28,1,4,1,1,48.96040100148446,0.7833333333333333,0.05555555555555555,71.67,1,0,0,0.6813473915331835,2019-10-03 00:00:00.000000000,2025-09-01
5327-XOKKY,No,Male,1.0,Yes,No,72.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,5329.0,2,25,74,0,3,2,1,74.01388888888889,0.9666666666666667,0.041666666666666664,81.33,0,2,0,1.020138888888889,2019-10-03 00:00:00.000000000,2025-09-01
3244-CQPHU,No,Female,1.0,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,10,6,295,0,3,2,1,107.59305555555555,0.8333333333333334,0.041666666666666664,78.67,1,3,0,1.5291666666666666,2019-10-03 00:00:00.000000000,2025-09-01
TC0002055,No,Male,0.0,Yes,Yes,72.0,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),78.77008552135666,5673.317610537106,31,57,19,0,4,1,1,78.79607792412646,0.4833333333333333,0.05555555555555555,65.67,1,0,0,1.094028965574398,2019-10-03 00:00:00.000000000,2025-09-01
0336-KXKFK,No,Male,0.0,No,No,72.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,29,16,288,0,2,3,1,60.97569444444444,0.5166666666666666,0.027777777777777776,78.33,0,6,0,0.8500000000000001,2019-10-03 00:00:00.000000000,2025-09-01
7101-HRBLJ,No,Female,0.0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,23,3,315,0,2,5,1,84.67916666666666,0.6166666666666667,0.027777777777777776,92.33,1,10,0,1.1625,2019-10-03 00:00:00.000000000,2025-09-01
4312-KFRXN,No,Male,0.0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,35,108,196,0,5,1,0,23.762500000000003,0.41666666666666663,0.06944444444444445,54.33,0,0,0,0.35277777777777775,2019-10-03 00:00:00.000000000,2025-09-01
2234-XADUH,No,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),103.2,7362.9,4,43,124,1,3,5,1,102.26249999999999,0.9333333333333333,0.041666666666666664,98.67,0,10,0,1.4333333333333333,2019-10-03 00:00:00.000000000,2025-09-01
TC0005905,No,Female,1.0,No,Yes,72.0,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),96.3667951043404,6927.548413874037,28,88,99,0,2,2,1,96.21595019269495,0.5333333333333333,0.027777777777777776,72.67,1,4,0,1.3384277097825055,2019-10-03 00:00:00.000000000,2025-09-01
7781-HVGMK,No,Female,0.0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,30,76,306,0,0,1,1,66.45069444444444,0.5,0.0,66.0,0,1,0,0.9055555555555556,2019-10-03 00:00:00.000000000,2025-09-01
TC0003603,No,Male,0.0,No,No,72.0,No,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,21.194025671216544,1519.2488697792232,32,97,5,0,1,1,0,21.100678746933657,0.4666666666666667,0.013888888888888888,55.33,1,0,0,0.2943614676557853,2019-10-03 00:00:00.000000000,2025-09-01
8908-NMQTX,No,Male,0.0,No,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,10,34,61,1,2,3,1,63.423611111111114,0.8333333333333334,0.027777777777777776,84.67,1,5,0,0.911111111111111,2019-10-03 00:00:00.000000000,2025-09-01
4625-XMOYM,No,Female,0.0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,23,70,174,0,1,1,0,27.611805555555556,0.6166666666666667,0.013888888888888888,58.33,1,0,0,0.3645833333333333,2019-10-03 00:00:00.000000000,2025-09-01
5914-XRFQB,No,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8296.366700353687,26,70,16,0,0,2,1,115.22731528269009,0.5666666666666667,0.0,73.33,0,2,0,1.6083333333333334,2019-10-03 00:00:00.000000000,2025-09-01
3913-FCUUW,No,Female,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.45,5165.7,1,47,240,1,4,4,0,71.74583333333334,0.9833333333333333,0.05555555555555555,83.67,0,6,0,0.9784722222222223,2019-10-03 00:00:00.000000000,2025-09-01
8513-OLYGY,No,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8296.366700353687,54,9,30,1,1,4,1,115.22731528269009,0.09999999999999998,0.013888888888888888,76.0,0,8,0,1.6083333333333334,2019-10-03 00:00:00.000000000,2025-09-01
TC0003467,No,Male,0.0,No,Yes,72.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.14358983854189,7996.966574197609,15,30,15,1,2,2,1,111.068980197189,0.75,0.027777777777777776,77.0,1,4,0,1.5436609699797483,2019-10-03 00:00:00.000000000,2025-09-01
TC0007037,No,Male,0.0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,103.87378524493884,7474.704768636067,13,112,20,0,2,1,0,103.81534400883426,0.7833333333333333,0.027777777777777776,61.67,1,1,0,1.4426914617352617,2019-10-03 00:00:00.000000000,2025-09-01
TC0005666,No,Male,0.0,Yes,No,72.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),75.24887176999631,5420.075128372302,31,63,83,0,3,2,1,75.27882122739308,0.4833333333333333,0.041666666666666664,71.67,0,2,0,1.0451232190277266,2019-10-03 00:00:00.000000000,2025-09-01
5168-MQQCA,No,Female,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,32,46,354,1,3,2,1,111.16388888888889,0.4666666666666667,0.041666666666666664,71.33,0,2,0,1.5069444444444444,2019-10-03 00:00:00.000000000,2025-09-01
1820-DJFPH,No,Female,0.0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,14,40,206,1,2,3,0,23.738194444444446,0.7666666666666666,0.027777777777777776,73.33,1,6,0,0.3340277777777778,2019-10-03 00:00:00.000000000,2025-09-01
5286-YHCVC,No,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,5,74,290,0,0,2,1,103.7513888888889,0.9166666666666666,0.0,80.33,1,2,0,1.4555555555555555,2019-10-03 00:00:00.000000000,2025-09-01
7971-HLVXI,No,Male,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,5,88,81,1,1,1,1,85.15069444444445,0.9166666666666666,0.013888888888888888,74.33,1,0,0,1.1736111111111112,2019-10-03 00:00:00.000000000,2025-09-01
3649-JPUGY,No,Male,0.0,No,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,10,28,215,0,1,4,1,86.13819444444444,0.8333333333333334,0.013888888888888888,90.67,0,6,0,1.2305555555555554,2019-10-03 00:00:00.000000000,2025-09-01
TC0003446,No,Female,0.9670531615713864,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),55.01038545981845,3962.052788550259,22,94,19,1,4,2,0,55.028510952086926,0.6333333333333333,0.05555555555555555,64.67,1,3,0,0.7640331313863674,2019-10-03 00:00:00.000000000,2025-09-01
TC0008092,No,Male,0.9861306381543048,No,No,72.0,No,No,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,100.80228958028104,7262.730291224337,18,53,123,1,3,2,0,100.87125404478246,0.7,0.041666666666666664,66.0,0,3,0,1.4000317997261256,2019-10-03 00:00:00.000000000,2025-09-01
2545-LXYVJ,No,Male,0.0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,38,69,321,1,2,3,0,20.72361111111111,0.3666666666666667,0.027777777777777776,65.33,0,5,0,0.2875,2019-10-03 00:00:00.000000000,2025-09-01
2904-GGUAZ,No,Female,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.05,6052.25,29,37,189,0,2,5,0,84.05902777777777,0.5166666666666666,0.027777777777777776,80.33,0,9,0,1.167361111111111,2019-10-03 00:00:00.000000000,2025-09-01
2302-OUZXB,No,Male,0.0,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,38,14,173,0,1,3,1,80.3375,0.3666666666666667,0.013888888888888888,75.33,1,5,0,1.1409722222222223,2019-10-03 00:00:00.000000000,2025-09-01
TC0003434,No,Female,0.0118262102893585,Yes,Yes,72.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.8446796717546,6834.738132999309,7,109,26,0,1,4,1,94.92691851387929,0.8833333333333333,0.013888888888888888,91.67,1,6,0,1.3172872176632584,2019-10-03 00:00:00.000000000,2025-09-01
TC0003452,No,Male,0.0364463643004626,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,20.89285350685356,1509.1242962641063,24,82,186,0,1,2,0,20.96005967033481,0.6,0.013888888888888888,64.0,1,4,0,0.29017852092852164,2019-10-03 00:00:00.000000000,2025-09-01
2251-PYLPB,No,Male,0.0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55,5810.9,19,85,286,0,0,3,1,80.70694444444445,0.6833333333333333,0.0,81.67,1,5,0,1.104861111111111,2019-10-03 00:00:00.000000000,2025-09-01
9499-XPZXM,No,Female,0.0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,41,91,326,0,0,1,0,66.73263888888889,0.31666666666666665,0.0,52.33,0,0,0,0.8993055555555556,2019-10-03 00:00:00.000000000,2025-09-01
0626-QXNGV,No,Female,0.0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,0,59,183,0,3,4,0,24.672916666666666,1.0,0.041666666666666664,84.0,1,7,0,0.33541666666666664,2019-10-03 00:00:00.000000000,2025-09-01
TC0001619,No,Male,0.0,No,No,72.0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,24.17132418513263,1740.2293958891066,56,15,3,0,3,3,1,24.169852720682037,0.06666666666666665,0.041666666666666664,69.33,0,6,0,0.33571283590461987,2019-10-03 00:00:00.000000000,2025-09-01
5663-QBGIS,No,Male,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,13,5,45,1,2,5,1,96.24166666666666,0.7833333333333333,0.027777777777777776,95.67,1,10,0,1.3659722222222221,2019-10-03 00:00:00.000000000,2025-09-01
TC0006181,No,Female,0.0123508606103611,Yes,No,72.0,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.19269587254084,6858.338614903787,27,20,26,0,0,3,1,95.25470298477482,0.55,0.0,79.0,0,4,0,1.3221207760075115,2019-10-03 00:00:00.000000000,2025-09-01
6855-VLGOS,No,Male,0.0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.55,1432.55,14,6,275,0,1,4,0,19.896527777777777,0.7666666666666666,0.013888888888888888,79.33,1,6,0,0.28541666666666665,2019-10-03 00:00:00.000000000,2025-09-01
TC0006783,No,Female,0.0135230329657276,No,No,72.0,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.37146223128204,7085.968876910251,22,64,20,0,2,1,0,98.41623440153127,0.6333333333333333,0.027777777777777776,58.67,0,0,0,1.366270308767806,2019-10-03 00:00:00.000000000,2025-09-01
0794-YVSGE,No,Male,0.0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,46,18,336,0,4,3,0,19.460416666666667,0.23333333333333328,0.05555555555555555,62.67,0,5,0,0.28194444444444444,2019-10-03 00:00:00.000000000,2025-09-01
TC0003532,No,Male,0.0395141868782702,Yes,Yes,72.0,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,93.5939186846434,6744.949527308237,7,63,259,0,4,1,1,93.67985454594773,0.8833333333333333,0.05555555555555555,73.67,0,0,0,1.299915537286714,2019-10-03 00:00:00.000000000,2025-09-01
1480-BKXGA,No,Male,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8296.366700353687,24,41,169,0,1,2,1,115.22731528269009,0.6,0.013888888888888888,74.0,1,2,0,1.6118055555555555,2019-10-03 00:00:00.000000000,2025-09-01
8999-XXGNS,No,Female,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,24,101,30,1,3,3,1,105.9701388888889,0.6,0.041666666666666664,80.0,0,5,0,1.46875,2019-10-03 00:00:00.000000000,2025-09-01
8468-FZTOE,No,Female,0.0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.35,5237.4,22,42,147,0,1,2,1,72.74166666666666,0.6333333333333333,0.013888888888888888,74.67,1,3,0,1.0326388888888889,2019-10-03 00:00:00.000000000,2025-09-01
5968-XQIVE,No,Male,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,20,20,339,1,5,2,1,91.51319444444444,0.6666666666666667,0.06944444444444445,75.33,1,1,0,1.2458333333333333,2019-10-03 00:00:00.000000000,2025-09-01
TC0003510,No,Male,0.0253464704209985,No,No,72.0,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,86.39072025913889,6213.988058864447,38,115,325,1,2,3,1,86.30538970645065,0.3666666666666667,0.027777777777777776,75.33,0,4,0,1.1998711147102623,2019-10-03 00:00:00.000000000,2025-09-01
TC0001634,No,Male,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,22.04710958494402,1590.8784479387064,7,109,227,1,3,3,1,22.0955339991487,0.8833333333333333,0.041666666666666664,85.67,0,6,0,0.30620985534644474,2019-10-03 00:00:00.000000000,2025-09-01
TC0001637,No,Male,0.0468118861569124,Yes,Yes,72.0,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.57390255774128,6519.660119339738,28,7,66,0,1,2,0,90.5508349908297,0.5333333333333333,0.013888888888888888,62.67,1,4,0,1.2579708688575177,2019-10-03 00:00:00.000000000,2025-09-01
7569-NMZYQ,No,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8296.366700353687,25,80,183,0,1,4,1,115.22731528269009,0.5833333333333333,0.013888888888888888,85.67,1,7,0,1.6493055555555556,2019-10-03 00:00:00.000000000,2025-09-01
2889-FPWRM,Yes,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8296.366700353687,4,47,30,0,0,4,1,115.22731528269009,0.9333333333333333,0.0,92.67,1,9,1,1.636111111111111,2019-10-03 00:00:00.000000000,2025-09-01
